,user id,tweets content,created on,clean_tweet,sentiment_classification,textblob_analysis,vader_analysis,logreg_analysis,svm_analysis,ensemble_predict
2310,STcom,MyRepublic managing director Lawrence Chan: We want to be known as the service provider with heart https://t.co/g1ZrNWdB27,2/24/2020 4:26,myrepublic manage director lawrence chan want know service provider heart,,0,1,0.0,0.0,0.0
2311,STcom,"Feast with family, friends at Raffles Hotel Singapore https://t.co/9ukGKPjn2p",2/24/2020 4:26,feast family friend raffle hotel singapore,,0,1,0.0,0.0,0.0
2312,STcom,Huge sandstorm forces closure of airports on Spain's Canary Islands https://t.co/YmtirymqCJ,2/24/2020 4:26,huge sandstorm force closure airport spain canary island,,1,1,0.0,0.0,0.0
2313,STcom,Football: Aubameyang goals give Arsenal 3-2 win over Everton https://t.co/pK8pK1MP1V,2/24/2020 3:30,football aubameyang goal give arsenal win everton,,1,1,0.0,0.0,0.0
2314,STcom,"German Chancellor Merkel's party punished in state vote, far-right AfD faces parliament exit https://t.co/iS19wqgR4f",2/24/2020 3:06,german chancellor merkels party punish state vote far right afd face parliament exit,,1,-1,0.0,0.0,0.0
2315,STcom,Prada appoints Belgian fashion designer Raf Simons as co-creative director https://t.co/SaNb0BYNyS,2/24/2020 2:15,prada appoints belgian fashion designer raf simon co creative director,,1,1,0.0,0.0,0.0
2316,STcom,Al-Qaeda confirms death of AQAP leader Qassim Al-Raymi: Site Intelligence Group https://t.co/aVc83nl2N4,2/24/2020 1:50,al qaeda confirms death aqap leader qassim al raymi site intelligence group,,0,-1,-1.0,-1.0,-1.0
2317,STcom,Rugby: England overpower Ireland to reignite Six Nations hopes https://t.co/1Ba8BWvbC6,2/24/2020 1:50,rugby england overpower ireland reignite six nation hope,,0,1,0.0,0.0,0.0
2318,STcom,Coronavirus: Indonesia refuses entry to 118 foreigners to prevent virus spread https://t.co/8VRynZFdfP,2/24/2020 1:23,coronavirus indonesia refuse entry foreigner prevent virus spread,,0,-1,-1.0,-1.0,-1.0
2319,STcom,Football: Fernandes on the spot as Manchester United climb to fifth https://t.co/NFUd5H8U9Z,2/24/2020 1:23,football fernandes spot manchester unite climb fifth,,0,0,0.0,0.0,0.0
2320,STcom,"22 years on, old friends pick Mahathir over Anwar again https://t.co/njuahP1VRw",2/24/2020 0:07,year old friend pick mahathir anwar,,1,1,0.0,0.0,0.0
2321,STcom,Cycling: Froome back in the saddle after serious injury as Ackermann takes UAE Tour first stage https://t.co/teY0i8o9Q8,2/24/2020 0:07,cycle froome back saddle serious injury ackermann take uae tour first stage,,-1,-1,0.0,0.0,0.0
2322,STcom,Thai pro-military party gets another boost with by-election win https://t.co/XQwkrVZjnZ,2/23/2020 11:12,thai pro military party get another boost election win,,1,1,0.0,0.0,0.0
2323,STcom,"Lawyer Lee Suet Fern disagrees with tribunal's report, will 'fight this strongly' in open court https://t.co/mJVRyeA7lA",2/23/2020 11:11,lawyer lee suet fern disagrees tribunal report fight strongly open court,,0,-1,0.0,0.0,0.0
2324,STcom,Football: Immobile on target as Lazio win again; coronavirus outbreak forces Italy to cancel games https://t.co/xo2vcmEWMS,2/23/2020 10:47,football immobile target lazio win coronavirus outbreak force italy cancel game,,1,1,0.0,0.0,0.0
2325,STcom,Coronavirus: Japan's Prime Minister Shinzo Abe calls for 'basic policy' to fight spread of disease https://t.co/cnrKGuwYCD,2/23/2020 10:47,coronavirus japan prime minister shinzo abe call basic policy fight spread disease,,0,-1,0.0,0.0,0.0
2326,STcom,"Football: Real's Hazard to miss Man City, Barca games due to ankle fracture https://t.co/lGZFlck3WV",2/23/2020 10:19,football real hazard miss man city barca game due ankle fracture,,-1,-1,0.0,0.0,0.0
2327,STcom,"Oxley Road dispute: Lawyer Lee Suet Fern disagrees with tribunal's report, will 'fight this strongly' in open court https://t.co/NPgXWAQ75A",2/23/2020 9:50,oxley road dispute lawyer lee suet fern disagrees tribunal report fight strongly open court,,0,-1,0.0,0.0,0.0
2328,STcom,Basketball: S'pore Slingers go down 77-68 to KL Dragons; McClain in doubt with foot injury https://t.co/tEEEtbjLtd,2/23/2020 9:24,basketball spore slinger go kl dragon mcclain doubt foot injury,,0,-1,0.0,0.0,0.0
2329,STcom,Wing Tai sells 70% of The M over launch weekend https://t.co/E36d1OcKV2,2/23/2020 9:24,wing tai sell launch weekend,,0,0,0.0,0.0,0.0
2330,STcom,President Xi Jinping says coronavirus is communist China's 'biggest health emergency' https://t.co/rihcjRKZp5,2/23/2020 8:32,president xi jinping say coronavirus communist chinas big health emergency,,0,-1,0.0,0.0,0.0
2331,STcom,"Jet Li, who looked frail in 2018, posts old photos of himself https://t.co/cUnYmHi2X2",2/23/2020 8:32,jet li look frail post old photo,,1,0,0.0,0.0,0.0
2332,STcom,"Coronavirus: No new cases in Singapore on Sunday; total stays at 89, while two are discharged https://t.co/PXmTGf5Qyn",2/23/2020 8:04,coronavirus new case singapore sunday total stay two discharge,,1,0,-1.0,-1.0,-1.0
2333,STcom,Grab drops cash advance scheme for its drivers and riders https://t.co/wNAcGYSJx4,2/23/2020 8:04,grab drop cash advance scheme driver rider,,0,-1,0.0,0.0,0.0
2334,STcom,Taiwan's 'Queen of ballroom dancing' Serena Liu still in critical condition https://t.co/sTdu7jur73,2/23/2020 7:39,taiwan queen ballroom dance serena liu still critical condition,,0,-1,0.0,0.0,0.0
2335,STcom,Newly-banned Thai opposition party says junta helped 1MDB cover-up https://t.co/fFl4315f2D,2/23/2020 7:39,newly ban thai opposition party say junta help mdb cover,,1,1,0.0,-1.0,0.0
2336,STcom,Coronavirus: Israel quarantines pupils who met South Korean tourists https://t.co/dq0003XCK4,2/23/2020 7:39,coronavirus israel quarantine pupil meet south korean tourist,,0,0,0.0,0.0,0.0
2337,STcom,Italy coronavirus cases rise to more than 100 amid lockdown for worst-hit areas https://t.co/YLRQqdh2xD,2/23/2020 7:13,italy coronavirus case rise amid lockdown bad hit area,,-1,-1,-1.0,-1.0,-1.0
2338,STcom,"Climate change, coronavirus and child abuse on Emperor Naruhito's mind as he turns 60 https://t.co/GuUWI1iKTu",2/23/2020 7:13,climate change coronavirus child abuse emperor naruhitos mind turn,,0,-1,-1.0,-1.0,-1.0
2339,STcom,Singapore lifts 9-year ban on food products from Fukushima following nuclear plant accident https://t.co/qeKf48xvmM,2/23/2020 6:46,singapore lifts year ban food product fukushima follow nuclear plant accident,,0,-1,-1.0,0.0,-1.0
2340,STcom,"#PopVultures Podcast: Parasite and plagiarism controversies in film, TV, music https://t.co/KgPj780w4t",2/23/2020 6:19,popvultures podcast parasite plagiarism controversy film tv music,,0,0,0.0,0.0,0.0
2341,STcom,Iran confirms another death from coronavirus infection https://t.co/w3r6UNuYRl,2/23/2020 5:53,iran confirm another death coronavirus infection,,0,-1,-1.0,-1.0,-1.0
2342,STcom,"Coronavirus: Avoid non-essential travel to Daegu and Cheongdo in South Korea, says MOH https://t.co/mpMq99NKit",2/23/2020 5:53,coronavirus avoid non essential travel daegu cheongdo south korea say moh,,0,-1,0.0,0.0,0.0
2343,STcom,Iran accuses 'enemies' of using virus to sabotage vote https://t.co/adVyCM5Mjj,2/23/2020 5:53,iran accuse enemy use virus sabotage vote,,0,-1,0.0,-1.0,-1.0
2344,STcom,Another Wuhan doctor dies from coronavirus https://t.co/Rk8YoHfpes,2/23/2020 5:29,another wuhan doctor die coronavirus,,0,-1,-1.0,-1.0,-1.0
2345,STcom,G-20 agrees final communique with reference to climate change https://t.co/awiViHe67r,2/23/2020 5:00,g agree final communique reference climate change,,0,1,0.0,0.0,0.0
2346,STcom,Tennis: Clijsters faced six doping tests before comeback https://t.co/i1UIcf3ToT,2/23/2020 5:00,tennis clijsters face six dope test comeback,,0,0,0.0,0.0,0.0
2347,STcom,Coronavirus: Indonesia backs calls for global response to virus outbreak https://t.co/tdDUDAr9AU,2/23/2020 5:00,coronavirus indonesia back call global response virus outbreak,,0,0,-1.0,-1.0,-1.0
2348,STcom,Tennis: Thiem thwarted in bid to pass Federer in world rankings https://t.co/0Zn0hVCWCh,2/23/2020 4:35,tennis thiem thwart bid pass federer world ranking,,0,0,0.0,0.0,0.0
2349,STcom,"Basketball: Heat crush Cavaliers with first-half romp, honour Wade https://t.co/pfRlEiOVjO",2/23/2020 4:35,basketball heat crush cavalier first half romp honour wade,,1,1,0.0,0.0,0.0
2350,STcom,Iran hardliners take election lead as moderates stymied https://t.co/XN46BLcVsO,2/23/2020 4:35,iran hardliner take election lead moderate stymie,,0,0,0.0,0.0,0.0
2351,STcom,Golf: Thomas takes third-round lead in Mexico as DeChambeau fades https://t.co/tSe3lHTQny,2/23/2020 4:07,golf thomas take third round lead mexico dechambeau fade,,-1,0,0.0,0.0,0.0
2352,STcom,Earthquake of magnitude 5.7 strikes Turkey-Iran border region https://t.co/MDjDGfc7jU,2/23/2020 3:41,earthquake magnitude strike turkey iran border region,,0,-1,0.0,0.0,0.0
2353,STcom,Coronavirus: India advises citizens against non-essential travel to Singapore https://t.co/n3QQiF7BRw,2/23/2020 3:41,coronavirus india advise citizen non essential travel singapore,,0,0,0.0,0.0,0.0
2354,STcom,Nine-year-old boy asks Buttigieg advice on coming out as gay https://t.co/YKlObRWkW7,2/23/2020 3:40,nine year old boy ask buttigieg advice come gay,,1,0,0.0,1.0,1.0
2355,STcom,"Senator Bernie Sanders makes the Democratic Party nervous
https://t.co/ELRmRTHAMQ https://t.co/WXdEGUSkSK",2/23/2020 2:55,senator bernie sander make democratic party nervous,,0,1,0.0,0.0,0.0
2356,STcom,G-20 calls for coordinated coronavirus response as IMF trims growth forecasts https://t.co/zrqHaYvgJY,2/23/2020 2:23,g call coordinate coronavirus response imf trim growth forecast,,0,1,0.0,0.0,0.0
2357,STcom,Boxing: Tyson Fury batters Deontay Wilder in TKO triumph in WBC heavyweight title rematch https://t.co/PgDXSGAItm,2/23/2020 2:23,box tyson fury batter deontay wilder tko triumph wbc heavyweight title rematch,,0,-1,0.0,0.0,0.0
2358,STcom,Australia's bush fire-stricken state pays tribute to 25 victims https://t.co/gW9JhDQURQ,2/23/2020 1:57,australias bush fire stricken state pay tribute victim,,-1,-1,0.0,0.0,0.0
2359,STcom,Multiple party meetings in Petaling Jaya fuel talk of breakup of Pakatan Harapan coalition https://t.co/xvw8kL3Tfi,2/23/2020 1:57,multiple party meeting petaling jaya fuel talk breakup pakatan harapan coalition,,0,1,0.0,0.0,0.0
2360,STcom,"Coronavirus: Lost opportunity for China, Taiwan to mend ties https://t.co/gFN1L9JoHu",2/23/2020 1:56,coronavirus lose opportunity china taiwan mend tie,,0,1,-1.0,-1.0,-1.0
2361,STcom,"15,700 singles purchased HDB flats in non-mature estates since rule change in 2013 https://t.co/pY4jNl5pKW",2/23/2020 1:33,single purchase hdb flat non mature estates since rule change,,1,1,0.0,0.0,0.0
2362,STcom,Nevada shows the Democratic nomination is Sanders' to lose https://t.co/lK3Ry1Vune,2/23/2020 1:09,nevada show democratic nomination sander lose,,0,-1,0.0,0.0,0.0
2363,STcom,Theatre review: Adrian Pang shines as a loving but desperate father in The Son https://t.co/UdI3fde74C,2/23/2020 1:09,theatre review adrian pang shine loving desperate father son,,0,1,0.0,0.0,0.0
2364,STcom,Women who eat after 6pm risk getting heart disease https://t.co/FglXudoeMZ,2/23/2020 0:18,woman eat pm risk get heart disease,,0,-1,0.0,0.0,0.0
2365,STcom,3 teenagers investigated for spit on lift buttons at Rumbia LRT https://t.co/DVUNCib7QK,2/23/2020 0:18,teenager investigate spit lift button rumbia l,,0,0,0.0,0.0,0.0
2366,STcom,RT @STopinion: When Korean isn't all Greek https://t.co/7hKUr3DOul https://t.co/P68gcMFVIO,2/23/2020 0:02,,,0,0,0.0,0.0,0.0
2367,STcom,Japan minister apologises after woman who leaves ship tests positive for virus https://t.co/pjgWu6NtL7,2/23/2020 11:52,japan minister apologises woman leave ship test positive virus,,1,1,-1.0,-1.0,-1.0
2368,STcom,"Walls, mud packs and monkey removal for Trump in India https://t.co/hm9qVDXDwA",2/23/2020 11:52,wall mud pack monkey removal trump india,,-1,0,0.0,0.0,0.0
2369,STcom,Sembawang canal gets a facelift https://t.co/6umXq3WsCi,2/23/2020 11:52,sembawang canal get facelift,,0,0,0.0,0.0,0.0
2370,STcom,Star Search winner Zhang Zetong felt awkward filming his first romantic scenes https://t.co/JRsGA8Wi30,2/23/2020 11:01,star search winner zhang zetong felt awkward film first romantic scene,,-1,1,0.0,0.0,0.0
2371,STcom,Trump was furious that cruise ship passengers with coronavirus were brought back to US https://t.co/sX6RU6DuxD,2/23/2020 10:37,trump furious cruise ship passenger coronavirus bring back u,,0,-1,0.0,0.0,0.0
2372,STcom,Japan emperor says ill empress has 'ups and downs' https://t.co/lBfRC9s5jL,2/23/2020 10:37,japan emperor say ill empress ups,,-1,-1,0.0,0.0,0.0
2373,STcom,"RT @STopinion: Selfish to go to events while sick? Don't overreact, say netizens https://t.co/z2vwAqQ2fz https://t.co/wYGXaptW7s",2/23/2020 10:15,,,0,0,0.0,0.0,0.0
2374,STcom,"New Zealand moves to ban vaping ads, sales to minors https://t.co/Nc5JaRbOMp",2/23/2020 10:07,new zealand move ban vaping ad sale minor,,1,-1,0.0,0.0,0.0
2375,STcom,"South Korea reports 123 more coronavirus cases, 2 deaths https://t.co/W8tbUYnfIb",2/23/2020 10:07,south korea report coronavirus case death,,0,-1,-1.0,-1.0,-1.0
2376,STcom,Sanders wins Nevada caucus with broad support from Hispanics https://t.co/mSiurDAfZN,2/23/2020 9:42,sander win nevada caucus broad support hispanic,,1,1,0.0,0.0,0.0
2377,STcom,RT @STopinion: Fancy universities as your lifelong learning concierge? https://t.co/hKLtDeo0ey https://t.co/LXQB3uIAsn,2/23/2020 9:30,,,0,0,0.0,0.0,0.0
2378,STcom,Hong Kong cruise passengers head to quarantine after third flight from Japan https://t.co/kAQeJtMuYg,2/23/2020 9:16,hong kong cruise passenger head quarantine third flight japan,,0,0,0.0,0.0,0.0
2379,STcom,Two Polish climbers die in Slovakia's High Tatra mountains https://t.co/wMlRmdG4X3,2/23/2020 9:16,two polish climber die slovakias high tatra mountain,,1,-1,-1.0,-1.0,-1.0
2380,STcom,We're in a petri dish': How a coronavirus ravaged a cruise ship https://t.co/7aw46AlASn,2/23/2020 9:16,petri dish coronavirus ravage cruise ship,,0,0,0.0,0.0,0.0
2381,STcom,RT @STopinion: An eye-opener on social realities https://t.co/KkKQZwQOIS https://t.co/TYhaxryK4m,2/23/2020 8:55,,,0,0,0.0,0.0,0.0
2382,STcom,Coronavirus: China's Hubei province reports 96 new virus deaths https://t.co/UhlHka9Qms,2/23/2020 8:22,coronavirus china hubei province report new virus death,,1,-1,-1.0,-1.0,-1.0
2383,STcom,How founding PM Lee Kuan Yew's last will was executed in 16 hours https://t.co/B7mYerZrJP,2/23/2020 8:22,founding pm lee kuan yew last execute hour,,0,0,0.0,0.0,0.0
2384,STcom,"China's Hubei province reports 96 new deaths due to coronavirus, 630 new cases https://t.co/nGT9murnlw",2/23/2020 7:55,china hubei province report new death due coronavirus new case,,1,-1,-1.0,-1.0,-1.0
2385,STcom,Weather: ð§ï¸ Windy with passing showers.,2/23/2020 7:03,weather windy pass shower,,0,0,0.0,0.0,0.0
2386,STcom,Football: Morales blasts down Real Madrid as Hazard limps off injured https://t.co/joOPOq7SLN,2/23/2020 7:00,football morale blast real madrid hazard limp injured,,0,-1,0.0,0.0,0.0
2387,STcom,"While You Were Sleeping: 5 stories you might have missed, Feb 23 https://t.co/80ONSVymkZ",2/23/2020 6:32,sleep story might miss feb,,0,-1,0.0,0.0,0.0
2388,STcom,French President Macron says unclear if EU-Britain to have trade deal by year-end https://t.co/2wH3KTdqUQ,2/23/2020 5:36,french president macron say unclear eu britain trade deal year end,,0,-1,0.0,0.0,0.0
2389,STcom,Creator of iconic Lego figure dead at 78 https://t.co/EbpGV0L5dS,2/23/2020 5:10,creator iconic lego figure dead,,1,-1,0.0,0.0,0.0
2390,STcom,Football: Jesus strikes as Man City edge past Leicester https://t.co/eS7ICdxtfq,2/23/2020 4:44,football jesus strike man city edge past leicester,,-1,-1,0.0,0.0,0.0
2391,STcom,"Football: Long three months ahead for Spurs, says manager Mourinho https://t.co/ty7eA7c3GR",2/23/2020 4:15,football long three month ahead spur say manager mourinho,,-1,0,0.0,0.0,0.0
2392,STcom,Turkish President Erdogan announces Syria summit for March 5 https://t.co/nLKjeUYDFV,2/23/2020 3:49,turkish president erdogan announces syria summit march,,0,0,0.0,0.0,0.0
2393,STcom,Tennis: Halep claims 20th career title with Dubai triumph https://t.co/26avwBIy7M,2/23/2020 2:55,tennis halep claim th career title dubai triumph,,0,1,0.0,0.0,0.0
2394,STcom,Football: Stevens on target as Sheffield United draw 1-1 with Brighton https://t.co/9siGpBqcWN,2/23/2020 2:03,football stevens target sheffield unite draw brighton,,0,0,0.0,0.0,0.0
2395,STcom,Football: Messi hits four goals as Barca hammer Eibar 5-0 https://t.co/TWmPyFBL71,2/23/2020 2:03,football messi hit four goal barca hammer eibar,,0,0,0.0,-1.0,-1.0
2396,STcom,Football: VAR in focus again as officials admit red card mistake at Chelsea https://t.co/kHhEf7qoa9,2/23/2020 1:09,football var focus official admit red card mistake chelsea,,0,-1,0.0,0.0,0.0
2397,STcom,China's revamped Anbang Group nears decision on introducing strategic investors https://t.co/blKb7JnCYa,2/23/2020 0:14,china revamp anbang group near decision introduce strategic investor,,1,0,0.0,0.0,0.0
2398,STcom,Athletics: Mo Farah says he has suffered from connection to banned coach Alberto Salazar https://t.co/2qIuwGh0XZ,2/22/2020 11:47,athletics mo farah say suffer connection ban coach alberto salazar,,0,-1,0.0,0.0,0.0
2399,STcom,"Japan's Emperor Naruhito expresses coronavirus concern on birthday, looks forward to Tokyo Olympics https://t.co/kblOWZGsGo",2/22/2020 11:47,japan emperor naruhito express coronavirus concern birthday look forward tokyo olympics,,0,0,0.0,0.0,0.0
2400,STcom,Coronavirus: China's Wuhan city requires 14-day quarantine for discharged patients https://t.co/2g1l5w2gFW,2/22/2020 11:47,coronavirus china wuhan city require day quarantine discharged patient,,0,0,0.0,0.0,0.0
2401,STcom,Football: Giroud and Alonso back in favour as Chelsea sink Spurs to tighten hold on Premier League fourth spot https://t.co/VnPIqpDhVs,2/22/2020 11:21,football giroud alonso back favour chelsea sink spur tighten hold premier league fourth spot,,0,1,0.0,0.0,0.0
2402,STcom,Plans to tax the rich spread among Democratic candidates vying to be US president https://t.co/mvu67wU3pR,2/22/2020 11:21,plan tax rich spread among democratic candidate vie u president,,1,1,0.0,0.0,0.0
2403,STcom,"Warren Buffett defends investments in stocks, which fuelled record Berkshire profit https://t.co/sGFlA6fJof",2/22/2020 10:25,warren buffett defend investment stock fuel record berkshire profit,,0,1,0.0,0.0,0.0
2404,STcom,US says Russia behind huge coronavirus fake news campaign https://t.co/kMLug3dXQo,2/22/2020 10:01,u say russia behind huge coronavirus fake news campaign,,-1,-1,0.0,0.0,0.0
2405,STcom,WHO sounds alarm over Africa coronavirus preparedness https://t.co/DwkHhGRe2P,2/22/2020 9:35,sound alarm africa coronavirus preparedness,,1,-1,0.0,0.0,0.0
2406,STcom,US Democrat Bernie Sanders seeks to cement front-runner status with Nevada vote https://t.co/G4iqq0MPsK,2/22/2020 9:10,u democrat bernie sander seek cement front runner status nevada vote,,0,0,0.0,0.0,0.0
2407,STcom,"Coronavirus: 3 new confirmed cases, bringing total to 89; 2 discharged
https://t.co/XZzT5JMdsh",2/22/2020 9:05,coronavirus new confirm case bring total discharge,,1,0,-1.0,-1.0,-1.0
2408,STcom,"Let's come together to tax tech giants, say G20 officials eyeing US$100 billion boost https://t.co/pnq4VuQ9fL",2/22/2020 8:41,let come together tax tech giant say g official eye u billion boost,,0,1,0.0,0.0,0.0
2409,STcom,Motor racing: Mercedes suspect Ferrari are playing down their true pace in pre-season testing https://t.co/v8B8jok4MD,2/22/2020 8:41,motor race mercedes suspect ferrari play true pace pre season test,,1,1,0.0,0.0,0.0
2410,STcom,President Halimah visits charity for people with disabilities as part of outreach in battle against coronavirus https://t.co/CUrWLb4SiG,2/22/2020 8:41,president halimah visit charity people disability part outreach battle coronavirus,,0,1,0.0,0.0,0.0
2411,STcom,Football: Tampines Rovers beat Hougang United 3-0 to win Community Shield https://t.co/SXahYDNDKh,2/22/2020 8:41,football tampines rover beat hougang united win community shield,,1,1,0.0,0.0,0.0
2412,STcom,Football: Pep Guardiola open to extending Man City contract beyond 2021 despite Uefa's two-year ban https://t.co/7maGxYmLGw,2/22/2020 8:40,football pep guardiola open extend man city contract beyond despite uefas two year ban,,0,-1,-1.0,0.0,-1.0
2413,STcom,"Hawkers welcome Budget 2020 support measures during coronavirus outbreak, but unsure about long-term adequacy https://t.co/xfUwADPwzk",2/22/2020 8:14,hawker welcome budget support measure coronavirus outbreak unsure long term adequacy,,1,1,0.0,0.0,0.0
2414,STcom,"NBA: Raptors rout Suns for eighth straight win at home, Williamson nets 25 as Pelicans sweep Blazers https://t.co/3cGkSmtMrV",2/22/2020 7:47,nba raptor rout sun eighth straight win home williamson net pelican sweep blazer,,1,1,0.0,0.0,0.0
2415,STcom,This week's top reads from The Straits Times https://t.co/LLJe4HQ6QM,2/22/2020 6:52,week top read strait time,,1,1,0.0,0.0,0.0
2416,STcom,"Coronavirus: China expects more companies to resume operations by late Feb, early March https://t.co/DTrtGQOlXf",2/22/2020 6:52,coronavirus china expect company resume operation late feb early march,,-1,0,0.0,0.0,0.0
2417,STcom,Golf: Smiling DeChambeau leads by one at WGC-Mexico Championship's halfway mark as birdies abound https://t.co/AOg5cPmgMO,2/22/2020 6:22,golf smile dechambeau lead one wgc mexico championship halfway mark birdie abound,,1,1,0.0,0.0,0.0
2418,STcom,Japan's new coronavirus cases rise again as doubts about prevention grow https://t.co/tHrCMChcmK,2/22/2020 6:22,japan new coronavirus case rise doubt prevention grow,,1,-1,-1.0,-1.0,-1.0
2419,STcom,"Malaysia's decision to drop terror charges against DAP lawmakers attracts controversy
https://t.co/MdpYsWPZrG",2/22/2020 6:19,malaysias decision drop terror charge dap lawmaker attract controversy,,0,-1,0.0,0.0,0.0
2420,STcom,Coronavirus: Iran reports fifth death among 10 new infections https://t.co/P2pCnqSQOs,2/22/2020 5:53,coronavirus iran report fifth death among new infection,,1,-1,-1.0,-1.0,-1.0
2421,STcom,Second coronavirus patient dies in Italy: Ansa news agency https://t.co/ZRpwpWsqxo,2/22/2020 5:53,second coronavirus patient die italy ansa news agency,,0,-1,-1.0,-1.0,-1.0
2422,STcom,"Emergency room, shops closed in Italian town on coronavirus lockdown https://t.co/Es7MebEv3F",2/22/2020 5:53,emergency room shop close italian town coronavirus lockdown,,0,-1,-1.0,-1.0,-1.0
2423,STcom,WHO concerned about coronavirus cases with no clear epidemiological link https://t.co/jeyqGzJZ93,2/22/2020 5:28,concern coronavirus case clear epidemiological link,,1,1,-1.0,-1.0,-1.0
2424,STcom,"Malaysia's Home Minister says LTTE remains a terror group, snubs comments by A-G Thomas https://t.co/xRznE0KPpO",2/22/2020 5:28,malaysia home minister say ltte remain terror group snub comment g thomas,,0,-1,0.0,0.0,0.0
2425,STcom,Malaysia's leadership is up to Mahathir... again https://t.co/i3lb2nk2UU,2/22/2020 5:28,malaysias leadership mahathir,,0,0,0.0,0.0,0.0
2426,STcom,France closing its oldest nuclear plant spurs debate on energy https://t.co/56h8lX6BZS,2/22/2020 5:01,france close old nuclear plant spur debate energy,,1,1,-1.0,-1.0,-1.0
2427,STcom,Para sports: Syahidah Alim bags gold at the Fazza Para ArcheryWorld Ranking Tournament https://t.co/B88jwHCjBP,2/22/2020 5:01,para sport syahidah alim bag gold fazza para archeryworld rank tournament,,-1,0,0.0,0.0,0.0
2428,STcom,Bullied Australian boy Quaden Bayles to get MMA training in S'pore following invite from One founder Chatri https://t.co/zPBvHTHAud,2/22/2020 4:34,bully australian boy quaden bayles get mma training spore follow invite one founder chatri,,0,-1,0.0,0.0,0.0
2429,STcom,"If peace comes': Afghans dream of life after war that has caused over 10,000 casualties each year https://t.co/yZNEa4dgpJ",2/22/2020 4:06,peace come afghans dream life war cause casualty year,,0,-1,0.0,0.0,0.0
2430,STcom,Coronavirus: 100 passengers in close contact with infected leave Japan ship https://t.co/LNXFPNWa7u,2/22/2020 4:06,coronavirus passenger close contact infected leave japan ship,,0,-1,-1.0,-1.0,-1.0
2431,STcom,"Football: Late Real fee request ended Gareth Bale's China move hopes, says Jiangsu boss https://t.co/FujkAjntNA",2/22/2020 3:37,football late real fee request end gareth bale china move hope say jiangsu bos,,-1,1,0.0,0.0,0.0
2432,STcom,China brings in seven cruise ships to house Wuhan medical workers https://t.co/kTzFZN3PBV,2/22/2020 3:37,china brings seven cruise ship house wuhan medical worker,,0,0,0.0,0.0,0.0
2433,STcom,Football: Jurgen Klopp writes to 'cheeky' Man United fan who wants Liverpool to lose https://t.co/sfbmDkSCng,2/22/2020 3:37,football jurgen klopp write cheeky man united fan want liverpool lose,,0,1,0.0,0.0,0.0
2434,STcom,Iran counts votes in election stacked in favour of hardliners https://t.co/CvtTRUecnu,2/22/2020 3:37,iran count vote election stack favour hardliner,,0,1,0.0,0.0,0.0
2435,STcom,Football: Wayne Rooney on target in 500th English league appearance https://t.co/ee18SmHUmV,2/22/2020 3:09,football wayne rooney target th english league appearance,,0,0,0.0,0.0,0.0
2436,STcom,UK to start issuing post-Brexit blue passports https://t.co/s9jvjfhSYd,2/22/2020 3:09,uk start issue post brexit blue passport,,0,0,0.0,0.0,0.0
2437,STcom,Australia reopens the door to some Chinese students after coronavirus ban https://t.co/nsFxncYuwq,2/22/2020 2:43,australia reopen door chinese student coronavirus ban,,0,-1,-1.0,-1.0,-1.0
2438,STcom,"4 arrested for e-commerce scams involving face masks, hand sanitisers https://t.co/aDq8V60LwE",2/22/2020 2:43,arrest e commerce scam involve face mask hand sanitisers,,-1,-1,-1.0,-1.0,-1.0
2439,STcom,"Malaysia's pension fund EPF announces 5.45% dividend, lowest in over a decade https://t.co/chmTXFWgS3",2/22/2020 2:43,malaysias pension fund epf announces dividend low decade,,0,-1,0.0,0.0,0.0
2440,STcom,"Man infected with coronavirus but did not show symptoms until 27 days later, says Hubei government https://t.co/wqF1vkB3aN",2/22/2020 2:43,man infect coronavirus show symptom day later say hubei government,,0,0,-1.0,-1.0,-1.0
2441,STcom,Trump's son gets permit allowing him to hunt Alaska grizzly bear https://t.co/6ovQTYjEKp,2/22/2020 2:43,trump son get permit allow hunt alaska grizzly bear,,0,1,0.0,0.0,0.0
2442,STcom,Four Singapore students win place at US space camp https://t.co/MzT9EKNVfP,2/22/2020 2:30,four singapore student win place u space camp,,1,1,0.0,0.0,0.0
2443,STcom,"US coronavirus cases reach 34, and more are expected https://t.co/AsrGRMHrwS",2/22/2020 2:14,u coronavirus case reach expect,,0,1,-1.0,-1.0,-1.0
2444,STcom,Dancing Afghans mark start of week-long partial truce https://t.co/XaTHmSSZYV,2/22/2020 2:14,dance afghan mark start week long partial truce,,-1,0,0.0,0.0,0.0
2445,STcom,"Japan confirms four more coronavirus cases, to close a school for two days https://t.co/AyfM4Fnzhx",2/22/2020 1:47,japan confirm four coronavirus case close school two day,,0,0,-1.0,-1.0,-1.0
2446,STcom,Trump plans to raise issue of religious freedom with Indian PM Modi: Official https://t.co/TxNhdOfEKj,2/22/2020 1:47,trump plan raise issue religious freedom indian pm modi official,,0,1,0.0,0.0,0.0
2447,STcom,Chinese President Xi Jinping writes thank you note to Bill Gates for coronavirus pledge https://t.co/jaW2aVD7U5,2/22/2020 1:47,chinese president xi jinping write thank note bill gate coronavirus pledge,,0,1,0.0,0.0,0.0
2448,STcom,Park connector alongside Lornie Road almost ready https://t.co/Bf2XxwH7Pv,2/22/2020 1:30,park connector alongside lornie road almost ready,,1,1,0.0,0.0,0.0
